"Plot Title: 10364448"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Temperature)","RH, % (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10364448, SEN S/N: 10346468, LBL: Water Content)","PAR, uE (LGR S/N: 10364448, SEN S/N: 10349864, LBL: Photosynthetic Active Radiatio)","Rain, in (LGR S/N: 10364448, SEN S/N: 10364397, LBL: Rainfall)","Wind Direction, ø (LGR S/N: 10364448, SEN S/N: 10566440, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Gust Speed)","Batt, V (LGR S/N: 10364448)"
1,03/13/16 09:40:48 AM,59.702,92.700,0.2070,111.2,,335.5,0.00,1.12,4.285
2,03/13/16 09:50:48 AM,60.390,91.100,0.2008,161.2,0.000,81.4,0.00,2.82,4.249
3,03/13/16 10:00:48 AM,60.346,91.000,0.2219,113.7,0.000,71.6,0.00,2.26,4.261
4,03/13/16 10:10:48 AM,59.659,91.600,0.2224,61.2,0.000,346.8,0.56,2.82,4.267
5,03/13/16 10:20:48 AM,59.659,91.800,0.2224,68.7,0.000,345.4,0.00,2.26,4.267
6,03/13/16 10:30:48 AM,59.745,91.500,0.2224,83.7,0.000,345.4,0.00,1.12,4.267
7,03/13/16 10:40:48 AM,59.916,91.800,0.2224,113.7,0.000,345.4,0.00,0.00,4.267
8,03/13/16 10:50:48 AM,60.390,91.200,0.2224,156.2,0.000,345.4,0.00,0.00,4.279
9,03/13/16 11:00:48 AM,60.861,90.600,0.2219,236.2,0.000,345.4,0.00,1.12,4.303
10,03/13/16 11:10:48 AM,60.561,91.200,0.2216,158.7,0.000,345.4,0.00,2.82,4.321
11,03/13/16 11:20:48 AM,60.775,91.300,0.2211,208.7,0.000,345.4,0.00,2.82,4.333
12,03/13/16 11:30:48 AM,60.733,90.900,0.2211,223.7,0.000,345.4,0.00,2.26,4.357
13,03/13/16 11:40:48 AM,61.333,89.700,0.2208,283.7,0.000,345.4,0.00,1.12,4.363
14,03/13/16 11:50:48 AM,61.462,89.500,0.2211,326.2,0.000,345.4,0.00,2.82,4.351
15,03/13/16 12:00:48 PM,62.447,87.900,0.2208,391.2,0.000,345.4,0.00,1.70,4.345
16,03/13/16 12:10:48 PM,62.319,86.800,0.2203,338.7,0.000,11.2,0.56,2.82,4.345
17,03/13/16 12:20:48 PM,61.934,87.400,0.2203,303.7,0.000,19.7,0.56,4.50,4.345
18,03/13/16 12:30:48 PM,62.447,86.100,0.2203,196.2,0.000,342.6,0.00,2.26,4.339
19,03/13/16 12:40:48 PM,62.620,85.400,0.2208,191.2,0.000,342.6,0.00,1.12,4.351
20,03/13/16 12:50:48 PM,62.661,85.800,0.2208,96.2,0.000,342.6,0.00,1.12,4.345
21,03/13/16 01:00:48 PM,62.447,85.300,0.2208,96.2,0.000,348.2,0.00,1.70,4.339
22,03/13/16 01:10:48 PM,62.447,84.900,0.2208,156.2,0.000,56.2,0.00,2.82,4.345
23,03/13/16 01:20:48 PM,62.233,85.000,0.2211,133.7,0.000,110.9,0.00,3.94,4.345
24,03/13/16 01:30:48 PM,62.233,86.000,0.2211,121.2,0.000,74.4,0.56,4.50,4.339
25,03/13/16 01:40:48 PM,61.934,85.700,0.2211,151.2,0.000,29.5,0.56,4.50,4.345
26,03/13/16 01:50:48 PM,61.848,86.300,0.2208,161.2,0.000,15.4,1.12,5.08,4.351
27,03/13/16 02:00:48 PM,61.977,86.100,0.2211,96.2,0.000,49.1,0.56,3.94,4.345
28,03/13/16 02:10:48 PM,61.848,86.700,0.2208,241.2,0.000,345.4,0.56,3.38,4.339
29,03/13/16 02:20:48 PM,62.105,85.300,0.2208,121.2,0.000,46.3,0.56,3.38,4.345
30,03/13/16 02:30:48 PM,62.233,84.900,0.2211,63.7,0.000,61.8,0.00,2.26,4.339
31,03/13/16 02:40:48 PM,61.633,85.400,0.2211,38.7,0.000,5.6,0.56,3.94,4.339
32,03/13/16 02:50:48 PM,61.633,85.500,0.2211,51.2,0.000,37.9,0.00,1.70,4.333
33,03/13/16 03:00:48 PM,61.804,86.100,0.2211,41.2,0.000,37.9,0.00,0.56,4.351
34,03/13/16 03:10:48 PM,62.062,82.600,0.2211,28.7,0.000,70.2,0.56,5.08,4.351
35,03/13/16 03:20:48 PM,61.977,82.900,0.2211,28.7,0.000,289.2,0.56,3.94,4.321
36,03/13/16 03:30:48 PM,61.891,82.700,0.2211,23.7,0.000,313.1,0.00,3.38,4.321
37,03/13/16 03:40:48 PM,61.934,82.700,0.2211,28.7,0.000,29.5,0.00,3.38,4.321
38,03/13/16 03:50:48 PM,61.934,81.900,0.2211,21.2,0.000,108.1,1.70,5.64,4.315
39,03/13/16 04:00:48 PM,61.934,82.000,0.2211,16.2,0.000,112.3,1.12,5.64,4.315
40,03/13/16 04:10:48 PM,61.891,81.900,0.2211,18.7,0.000,157.2,1.12,6.76,4.309
41,03/13/16 04:20:48 PM,61.848,81.600,0.2216,23.7,0.000,130.6,1.12,8.46,4.303
42,03/13/16 04:30:48 PM,61.804,81.600,0.2211,31.2,0.000,182.5,2.26,4.50,4.303
43,03/13/16 04:40:48 PM,61.848,81.700,0.2211,23.7,0.000,151.6,2.26,6.20,4.303
44,03/13/16 04:50:48 PM,61.848,81.800,0.2211,23.7,0.000,193.7,1.70,5.08,4.303
45,03/13/16 05:00:48 PM,61.720,82.600,0.2211,11.2,0.000,167.1,1.12,6.20,4.297
46,03/13/16 05:10:48 PM,61.761,82.300,0.2211,11.2,0.000,248.5,0.56,4.50,4.297
47,03/13/16 05:20:48 PM,61.248,85.000,0.2211,8.7,0.000,304.7,0.00,2.82,4.297
48,03/13/16 05:30:48 PM,60.904,85.900,0.2211,3.7,0.000,42.1,0.00,1.12,4.291
49,03/13/16 05:40:48 PM,60.775,87.300,0.2211,1.2,0.000,42.1,0.00,0.00,4.291
50,03/13/16 05:50:48 PM,60.517,87.300,0.2211,1.2,0.000,43.5,0.00,1.12,4.291
51,03/13/16 06:00:48 PM,60.390,88.000,0.2211,1.2,0.000,46.3,0.00,0.00,4.291
52,03/13/16 06:10:48 PM,60.217,88.200,0.2211,1.2,0.000,46.3,0.00,0.00,4.291
53,03/13/16 06:20:48 PM,60.260,88.400,0.2211,1.2,0.000,46.3,0.00,0.56,4.291
54,03/13/16 06:30:48 PM,60.174,88.300,0.2216,1.2,0.000,46.3,0.00,0.00,4.291
55,03/13/16 06:40:48 PM,60.089,88.900,0.2216,1.2,0.000,46.3,0.00,0.00,4.291
56,03/13/16 06:50:48 PM,60.132,89.000,0.2211,1.2,0.000,46.3,0.00,0.00,4.291
57,03/13/16 07:00:48 PM,60.089,89.000,0.2211,1.2,0.000,46.3,0.00,0.00,4.291
58,03/13/16 07:10:48 PM,60.390,87.800,0.2216,1.2,0.000,46.3,0.00,1.12,4.285
59,03/13/16 07:20:48 PM,60.089,89.100,0.2216,1.2,0.000,46.3,0.00,0.56,4.285
60,03/13/16 07:30:48 PM,59.959,89.500,0.2216,1.2,0.000,70.2,0.00,1.12,4.285
61,03/13/16 07:40:48 PM,59.401,90.400,0.2219,1.2,0.000,71.6,0.00,1.12,4.285
62,03/13/16 07:50:48 PM,59.014,91.100,0.2219,1.2,0.000,84.2,0.00,2.26,4.285
63,03/13/16 08:00:48 PM,58.842,91.100,0.2219,1.2,0.000,136.2,0.00,1.12,4.285
64,03/13/16 08:10:48 PM,58.798,91.200,0.2219,1.2,0.000,136.2,0.56,1.70,4.285
65,03/13/16 08:20:48 PM,58.282,91.900,0.2219,1.2,0.000,136.2,0.00,1.12,4.297
66,03/13/16 08:30:48 PM,59.572,88.700,0.2219,1.2,0.000,151.6,0.00,2.26,4.285
67,03/13/16 08:40:48 PM,59.272,88.400,0.2219,1.2,0.000,161.5,0.00,1.70,4.321
68,03/13/16 08:50:48 PM,58.626,89.500,0.2219,1.2,0.000,164.3,0.00,1.12,4.285
69,03/13/16 09:00:48 PM,60.174,84.500,0.2219,1.2,0.000,186.7,1.12,3.38,4.285
70,03/13/16 09:10:48 PM,60.046,86.100,0.2219,1.2,0.000,193.7,0.00,2.82,4.279
71,03/13/16 09:20:48 PM,60.217,87.200,0.2219,1.2,0.000,256.9,0.00,1.70,4.279
72,03/13/16 09:30:48 PM,60.089,87.600,0.2219,1.2,0.000,256.9,0.00,0.00,4.279
73,03/13/16 09:40:48 PM,60.132,88.300,0.2219,1.2,0.000,256.9,0.00,4.50,4.273
74,03/13/16 09:50:48 PM,60.433,87.400,0.2219,1.2,0.000,237.3,0.56,4.50,4.279
75,03/13/16 10:00:48 PM,60.517,86.600,0.2219,1.2,0.000,234.5,0.00,1.12,4.273
76,03/13/16 10:10:48 PM,61.075,85.800,0.2216,1.2,0.000,240.1,0.56,3.94,4.273
77,03/13/16 10:20:48 PM,60.604,87.000,0.2216,1.2,0.000,242.9,0.00,1.70,4.273
78,03/13/16 10:30:48 PM,59.959,88.400,0.2219,1.2,0.000,255.5,0.00,0.56,4.273
79,03/13/16 10:40:48 PM,59.788,89.300,0.2219,1.2,0.000,255.5,0.00,0.00,4.273
80,03/13/16 10:50:48 PM,59.873,89.200,0.2219,1.2,0.000,255.5,0.00,1.12,4.273
81,03/13/16 11:00:48 PM,60.132,88.700,0.2219,1.2,0.000,255.5,0.56,3.38,4.273
82,03/13/16 11:10:48 PM,59.916,89.300,0.2219,1.2,0.000,254.1,0.00,1.12,4.273
83,03/13/16 11:20:48 PM,59.916,89.200,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
84,03/13/16 11:30:48 PM,60.217,88.600,0.2216,1.2,0.000,254.1,0.00,1.70,4.273
85,03/13/16 11:40:48 PM,59.916,89.400,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
86,03/13/16 11:50:48 PM,59.788,89.600,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
87,03/14/16 12:00:48 AM,59.788,89.900,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
88,03/14/16 12:10:48 AM,59.702,90.200,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
89,03/14/16 12:20:48 AM,59.616,90.400,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
90,03/14/16 12:30:48 AM,59.788,90.000,0.2219,1.2,0.000,254.1,0.00,0.00,4.273
91,03/14/16 12:40:48 AM,59.745,89.700,0.2219,1.2,0.000,254.1,0.00,0.56,4.273
92,03/14/16 12:50:48 AM,59.529,90.100,0.2219,1.2,0.000,254.1,0.00,0.00,4.267
93,03/14/16 01:00:48 AM,59.315,90.400,0.2219,1.2,0.000,254.1,0.00,0.56,4.267
94,03/14/16 01:10:48 AM,59.142,90.800,0.2219,1.2,0.000,254.1,0.00,1.12,4.267
95,03/14/16 01:20:48 AM,59.229,90.600,0.2219,1.2,0.000,254.1,0.00,0.00,4.267
96,03/14/16 01:30:48 AM,59.272,90.700,0.2219,1.2,0.000,254.1,0.00,0.00,4.267
97,03/14/16 01:40:48 AM,59.445,90.800,0.2219,1.2,0.000,254.1,0.00,1.12,4.267
98,03/14/16 01:50:48 AM,59.315,91.100,0.2219,1.2,0.000,254.1,0.00,0.56,4.267
99,03/14/16 02:00:48 AM,59.229,91.200,0.2219,1.2,0.000,254.1,0.00,1.12,4.267
100,03/14/16 02:10:48 AM,59.358,91.300,0.2224,1.2,0.000,254.1,0.00,1.12,4.267
101,03/14/16 02:20:48 AM,59.056,91.800,0.2224,1.2,0.000,254.1,0.00,0.00,4.267
102,03/14/16 02:30:48 AM,59.099,91.300,0.2224,1.2,0.000,242.9,0.00,2.26,4.267
103,03/14/16 02:40:48 AM,58.971,91.700,0.2224,1.2,0.000,237.3,0.00,1.12,4.267
104,03/14/16 02:50:48 AM,58.971,91.400,0.2224,1.2,0.000,237.3,0.00,1.70,4.267
105,03/14/16 03:00:48 AM,58.411,92.400,0.2224,1.2,0.000,237.3,0.00,0.56,4.267
106,03/14/16 03:10:48 AM,58.282,92.800,0.2224,1.2,0.000,209.2,0.00,1.70,4.267
107,03/14/16 03:20:48 AM,58.066,93.000,0.2224,1.2,0.000,185.3,0.00,1.12,4.267
108,03/14/16 03:30:48 AM,58.023,93.100,0.2224,1.2,0.000,213.4,0.00,2.26,4.267
109,03/14/16 03:40:48 AM,57.893,93.500,0.2224,1.2,0.000,228.8,0.00,1.12,4.267
110,03/14/16 03:50:48 AM,58.152,93.400,0.2224,1.2,0.000,228.8,0.00,1.12,4.267
111,03/14/16 04:00:48 AM,57.979,94.200,0.2229,1.2,0.000,228.8,0.00,1.12,4.267
112,03/14/16 04:10:48 AM,57.850,94.000,0.2229,1.2,0.000,223.2,0.00,3.38,4.267
113,03/14/16 04:20:48 AM,57.722,94.200,0.2229,1.2,0.000,220.4,0.00,1.12,4.267
114,03/14/16 04:30:48 AM,57.722,93.700,0.2229,1.2,0.000,220.4,0.00,1.70,4.267
115,03/14/16 04:40:48 AM,57.463,93.200,0.2229,1.2,0.000,220.4,0.00,1.70,4.267
116,03/14/16 04:50:48 AM,57.549,93.500,0.2229,1.2,0.000,217.6,0.56,3.38,4.267
117,03/14/16 05:00:48 AM,57.290,94.400,0.2229,1.2,0.000,216.2,0.00,1.12,4.267
118,03/14/16 05:10:48 AM,57.333,94.100,0.2229,1.2,0.000,216.2,0.00,1.12,4.267
119,03/14/16 05:20:48 AM,57.247,94.700,0.2229,1.2,0.000,216.2,0.56,3.38,4.267
120,03/14/16 05:30:48 AM,57.074,94.900,0.2229,1.2,0.000,216.2,0.00,1.12,4.267
121,03/14/16 05:40:48 AM,57.376,95.200,0.2224,1.2,0.000,216.2,0.00,0.00,4.267
122,03/14/16 05:50:48 AM,57.765,94.800,0.2229,1.2,0.000,216.2,0.00,0.00,4.267
123,03/14/16 06:00:48 AM,58.455,93.800,0.2224,1.2,0.000,223.2,0.00,1.70,4.267
124,03/14/16 06:10:48 AM,58.152,93.900,0.2224,3.7,0.000,224.6,0.00,1.12,4.267
125,03/14/16 06:20:48 AM,58.195,93.700,0.2224,16.2,0.000,224.6,0.00,1.12,4.267
126,03/14/16 06:30:48 AM,58.023,94.000,0.2229,23.7,0.000,226.0,0.00,1.12,4.267
127,03/14/16 06:40:48 AM,58.411,92.700,0.2224,51.2,0.000,226.0,0.00,2.26,4.267
128,03/14/16 06:50:48 AM,58.498,93.000,0.2224,81.2,0.000,226.0,0.00,1.12,4.267
129,03/14/16 07:00:48 AM,59.099,91.700,0.2224,111.2,0.000,226.0,0.00,0.56,4.279
130,03/14/16 07:10:48 AM,59.358,91.000,0.2224,153.7,0.000,226.0,0.00,0.00,4.291
131,03/14/16 07:20:48 AM,60.260,90.900,0.2219,181.2,0.000,226.0,0.00,0.56,4.321
132,03/14/16 07:30:48 AM,60.690,87.700,0.2216,173.7,0.000,224.6,0.00,1.12,4.339
133,03/14/16 07:40:48 AM,60.948,84.800,0.2219,206.2,0.000,220.4,0.00,0.56,4.363
134,03/14/16 07:50:48 AM,61.506,84.700,0.2216,216.2,0.000,220.4,0.00,0.00,4.351
135,03/14/16 08:00:48 AM,62.148,83.000,0.2211,308.7,0.000,220.4,0.00,0.56,4.345
136,03/14/16 08:10:48 AM,62.447,82.000,0.2211,221.2,0.000,188.1,0.00,2.82,4.339
137,03/14/16 08:20:48 AM,61.547,84.500,0.2211,183.7,0.000,164.3,0.00,3.38,4.351
138,03/14/16 08:30:48 AM,61.119,85.000,0.2211,341.2,0.000,355.2,0.00,1.70,4.339
139,03/14/16 08:40:48 AM,61.506,83.900,0.2211,278.7,0.000,87.0,0.00,2.26,4.345
140,03/14/16 08:50:48 AM,60.991,85.900,0.2211,263.7,0.000,92.7,0.00,2.26,4.345
141,03/14/16 09:00:48 AM,60.861,86.200,0.2211,206.2,0.000,92.7,0.00,3.38,4.345
142,03/14/16 09:10:48 AM,60.904,86.900,0.2211,151.2,0.000,92.7,0.00,0.56,4.351
143,03/14/16 09:20:48 AM,60.604,87.400,0.2216,198.7,0.000,92.7,0.00,1.70,4.339
144,03/14/16 09:30:48 AM,61.547,86.300,0.2211,498.7,0.000,92.7,0.00,1.12,4.363
145,03/14/16 09:40:48 AM,62.490,85.500,0.2203,533.7,0.000,32.3,0.00,2.82,4.345
146,03/14/16 09:50:48 AM,62.276,85.700,0.2203,738.7,0.000,11.2,0.56,3.94,4.339
147,03/14/16 10:00:48 AM,61.934,86.800,0.2203,578.7,0.000,1.4,0.56,4.50,4.351
148,03/14/16 10:10:48 AM,63.133,85.000,0.2198,561.2,0.000,355.2,0.56,5.08,4.339
149,03/14/16 10:20:48 AM,64.888,83.100,0.2190,958.7,0.000,345.4,0.00,3.94,4.369
150,03/14/16 10:30:48 AM,64.418,82.700,0.2195,411.2,0.000,342.6,2.26,6.20,4.357
151,03/14/16 10:40:48 AM,64.033,83.000,0.2195,526.2,0.000,11.2,1.70,5.64,4.351
152,03/14/16 10:50:48 AM,63.775,82.800,0.2190,1078.7,0.000,329.9,2.26,7.31,4.339
153,03/14/16 11:00:48 AM,65.745,80.200,0.2185,1183.7,0.000,307.5,2.82,8.46,4.369
154,03/14/16 11:10:48 AM,63.903,82.200,0.2190,633.7,0.000,275.2,3.94,10.13,4.357
155,03/14/16 11:20:48 AM,64.033,82.200,0.2195,761.2,0.000,266.7,3.38,8.46,4.351
156,03/14/16 11:30:48 AM,65.059,80.800,0.2195,406.2,0.000,280.8,0.56,6.76,4.339
157,03/14/16 11:40:48 AM,65.615,79.800,0.2190,451.2,0.000,226.0,1.12,5.08,4.339
158,03/14/16 11:50:48 AM,63.903,82.900,0.2195,608.7,0.000,57.6,1.70,5.08,4.345
159,03/14/16 12:00:48 PM,66.000,80.100,0.2182,1233.7,0.000,80.0,1.12,3.94,4.339
160,03/14/16 12:10:48 PM,66.472,76.900,0.2174,1348.7,0.000,349.6,1.12,5.64,4.375
161,03/14/16 12:20:48 PM,66.985,75.700,0.2169,1593.7,0.000,355.2,1.12,7.31,4.363
162,03/14/16 12:30:48 PM,68.871,73.900,0.2169,1013.7,0.000,70.2,1.12,5.64,4.351
163,03/14/16 12:40:48 PM,66.814,75.800,0.2177,1181.2,0.000,91.3,2.82,6.76,4.339
164,03/14/16 12:50:48 PM,70.158,71.200,0.2164,803.7,0.000,98.3,1.70,6.20,4.339
165,03/14/16 01:00:48 PM,70.502,68.800,0.2156,1591.2,0.000,329.9,2.26,7.90,4.345
166,03/14/16 01:10:48 PM,71.447,67.500,0.2148,1636.2,0.000,12.6,2.26,7.31,4.339
167,03/14/16 01:20:48 PM,68.999,71.900,0.2169,763.7,0.000,8.4,1.12,6.20,4.351
168,03/14/16 01:30:48 PM,69.514,71.100,0.2169,1706.2,0.000,115.1,2.26,9.01,4.339
169,03/14/16 01:40:48 PM,67.842,72.200,0.2169,468.7,0.000,119.3,3.94,12.39,4.387
170,03/14/16 01:50:48 PM,70.329,70.400,0.2161,836.2,0.000,124.9,2.82,7.90,4.345
171,03/14/16 02:00:48 PM,69.343,70.400,0.2164,711.2,0.000,98.3,4.50,13.51,4.339
172,03/14/16 02:10:48 PM,69.129,71.900,0.2161,1046.2,0.000,102.5,3.94,12.95,4.351
173,03/14/16 02:20:48 PM,68.956,72.000,0.2164,631.2,0.000,99.7,2.82,9.01,4.339
174,03/14/16 02:30:48 PM,67.714,74.600,0.2164,838.7,0.000,112.3,5.08,14.65,4.339
175,03/14/16 02:40:48 PM,66.130,76.700,0.2174,366.2,0.000,74.4,3.94,10.13,4.351
176,03/14/16 02:50:48 PM,65.102,78.300,0.2182,323.7,0.000,355.2,4.50,12.95,4.339
177,03/14/16 03:00:48 PM,64.589,80.200,0.2177,183.7,0.000,304.7,6.20,14.09,4.339
178,03/14/16 03:10:48 PM,64.332,81.500,0.2182,186.2,0.000,307.5,3.38,11.27,4.351
179,03/14/16 03:20:48 PM,64.247,81.800,0.2182,208.7,0.000,102.5,3.38,11.83,4.345
180,03/14/16 03:30:48 PM,64.161,81.600,0.2185,168.7,0.000,126.4,4.50,15.21,4.339
181,03/14/16 03:40:48 PM,64.074,82.200,0.2185,153.7,0.000,147.4,6.20,11.83,4.351
182,03/14/16 03:50:48 PM,64.546,80.700,0.2182,131.2,0.000,161.5,3.38,7.90,4.339
183,03/14/16 04:00:48 PM,64.546,80.300,0.2177,201.2,0.000,179.7,3.38,11.27,4.351
184,03/14/16 04:10:48 PM,64.459,81.100,0.2182,116.2,0.000,212.0,1.70,7.90,4.345
185,03/14/16 04:20:48 PM,64.161,81.600,0.2182,138.7,0.000,279.4,1.70,6.76,4.339
186,03/14/16 04:30:48 PM,64.074,83.300,0.2177,143.7,0.000,47.7,1.12,3.94,4.345
187,03/14/16 04:40:48 PM,64.375,83.200,0.2177,121.2,0.000,352.4,0.00,1.12,4.345
188,03/14/16 04:50:48 PM,63.648,84.600,0.2177,83.7,0.000,307.5,1.70,5.64,4.339
189,03/14/16 05:00:48 PM,63.433,85.300,0.2177,46.2,0.000,286.4,2.26,6.20,4.339
190,03/14/16 05:10:48 PM,63.048,86.700,0.2182,16.2,0.000,296.2,2.82,6.20,4.333
191,03/14/16 05:20:48 PM,63.005,86.400,0.2182,38.7,0.000,255.5,1.12,5.64,4.333
192,03/14/16 05:30:48 PM,63.048,86.700,0.2182,33.7,0.000,245.7,0.00,2.26,4.327
193,03/14/16 05:40:48 PM,62.533,88.000,0.2182,26.2,0.000,280.8,0.00,2.82,4.321
194,03/14/16 05:50:48 PM,61.804,89.600,0.2182,11.2,0.000,299.0,0.00,1.70,4.321
195,03/14/16 06:00:48 PM,61.205,91.000,0.2182,3.7,0.000,299.0,0.00,0.00,4.321
196,03/14/16 06:10:48 PM,60.433,91.700,0.2185,1.2,0.000,299.0,0.00,0.00,4.321
197,03/14/16 06:20:48 PM,60.604,91.600,0.2182,1.2,0.000,299.0,0.00,0.56,4.321
198,03/14/16 06:30:48 PM,60.604,91.700,0.2182,1.2,0.000,299.0,0.00,1.12,4.315
199,03/14/16 06:40:48 PM,61.248,90.600,0.2185,1.2,0.000,261.1,0.56,3.38,4.315
200,03/14/16 06:50:48 PM,61.290,91.200,0.2182,1.2,0.000,254.1,0.00,1.12,4.309
201,03/14/16 07:00:48 PM,60.818,91.500,0.2182,1.2,0.000,251.3,0.00,1.70,4.303
202,03/14/16 07:10:48 PM,60.303,92.700,0.2182,1.2,0.000,245.7,0.00,0.56,4.303
203,03/14/16 07:20:48 PM,60.132,93.600,0.2185,1.2,0.000,245.7,0.00,1.70,4.303
204,03/14/16 07:30:48 PM,59.916,93.500,0.2185,1.2,0.000,244.3,0.00,1.70,4.303
205,03/14/16 07:40:48 PM,59.529,93.700,0.2185,1.2,0.000,244.3,0.00,1.12,4.303
206,03/14/16 07:50:48 PM,58.712,93.900,0.2185,1.2,0.000,198.0,0.00,1.12,4.297
207,03/14/16 08:00:48 PM,58.541,94.300,0.2185,1.2,0.000,183.9,0.00,2.26,4.297
208,03/14/16 08:10:48 PM,58.368,94.500,0.2185,1.2,0.000,183.9,0.00,0.56,4.297
209,03/14/16 08:20:48 PM,58.669,93.800,0.2185,1.2,0.000,183.9,0.56,2.26,4.297
210,03/14/16 08:30:48 PM,58.798,93.200,0.2185,1.2,0.000,202.2,0.00,2.82,4.297
211,03/14/16 08:40:48 PM,57.979,93.900,0.2185,1.2,0.000,196.5,0.00,2.26,4.291
212,03/14/16 08:50:48 PM,58.023,94.200,0.2190,1.2,0.000,179.7,0.00,1.12,4.291
213,03/14/16 09:00:48 PM,57.247,94.600,0.2190,1.2,0.000,181.1,0.00,1.12,4.291
214,03/14/16 09:10:48 PM,56.988,95.400,0.2190,1.2,0.000,181.1,0.00,1.70,4.291
215,03/14/16 09:20:48 PM,56.599,95.300,0.2190,1.2,0.000,181.1,0.00,1.70,4.291
216,03/14/16 09:30:48 PM,56.340,95.000,0.2190,1.2,0.000,183.9,0.56,2.82,4.291
217,03/14/16 09:40:48 PM,56.901,94.900,0.2190,1.2,0.000,183.9,0.00,2.82,4.291
218,03/14/16 09:50:48 PM,57.117,94.400,0.2190,1.2,0.000,182.5,0.00,1.12,4.291
219,03/14/16 10:00:48 PM,57.506,93.300,0.2190,1.2,0.000,183.9,0.00,2.26,4.291
220,03/14/16 10:10:48 PM,56.988,94.600,0.2190,1.2,0.000,183.9,0.00,2.26,4.291
221,03/14/16 10:20:48 PM,57.290,95.600,0.2190,1.2,0.000,183.9,0.00,1.70,4.291
222,03/14/16 10:30:48 PM,56.988,95.400,0.2190,1.2,0.000,183.9,0.00,0.56,4.291
223,03/14/16 10:40:48 PM,57.420,95.200,0.2190,1.2,0.000,183.9,0.00,2.82,4.291
224,03/14/16 10:50:48 PM,57.592,94.200,0.2190,1.2,0.000,183.9,1.12,2.82,4.285
225,03/14/16 11:00:48 PM,57.160,94.100,0.2190,1.2,0.000,223.2,0.56,2.26,4.285
226,03/14/16 11:10:48 PM,57.463,93.900,0.2190,1.2,0.000,231.6,0.00,1.70,4.285
227,03/14/16 11:20:48 PM,57.807,93.200,0.2190,1.2,0.000,227.4,0.56,2.82,4.285
228,03/14/16 11:30:48 PM,58.541,91.100,0.2190,1.2,0.000,196.5,1.12,2.82,4.285
229,03/14/16 11:40:48 PM,58.582,90.600,0.2190,1.2,0.000,219.0,1.12,3.38,4.285
230,03/14/16 11:50:48 PM,57.679,92.800,0.2190,1.2,0.000,220.4,0.56,2.82,4.285
231,03/15/16 12:00:48 AM,58.368,91.200,0.2185,1.2,0.000,220.4,0.00,0.00,4.285
232,03/15/16 12:10:48 AM,58.582,91.600,0.2190,1.2,0.000,220.4,0.00,0.00,4.285
233,03/15/16 12:20:48 AM,58.498,90.600,0.2190,1.2,0.000,220.4,0.00,1.12,4.285
234,03/15/16 12:30:48 AM,58.541,91.000,0.2185,1.2,0.000,220.4,0.00,0.56,4.279
235,03/15/16 12:40:48 AM,58.885,89.400,0.2190,1.2,0.000,220.4,0.00,1.12,4.279
236,03/15/16 12:50:48 AM,58.325,90.600,0.2185,1.2,0.000,220.4,0.00,1.70,4.279
237,03/15/16 01:00:48 AM,58.195,90.700,0.2190,1.2,0.000,220.4,0.00,1.12,4.279
238,03/15/16 01:10:48 AM,57.936,91.600,0.2190,1.2,0.000,220.4,0.00,3.38,4.279
239,03/15/16 01:20:48 AM,57.679,91.800,0.2190,1.2,0.000,231.6,0.00,2.26,4.279
240,03/15/16 01:30:48 AM,56.685,93.000,0.2190,1.2,0.000,230.2,0.00,1.12,4.279
241,03/15/16 01:40:48 AM,56.035,94.200,0.2195,1.2,0.000,230.2,0.00,1.12,4.279
242,03/15/16 01:50:48 AM,56.251,93.400,0.2195,1.2,0.000,219.0,1.12,3.94,4.279
243,03/15/16 02:00:48 AM,56.079,93.600,0.2195,1.2,0.000,213.4,1.70,4.50,4.279
244,03/15/16 02:10:48 AM,55.949,93.900,0.2195,1.2,0.000,219.0,1.12,3.38,4.273
245,03/15/16 02:20:48 AM,55.733,94.400,0.2195,1.2,0.000,202.2,0.56,2.82,4.273
246,03/15/16 02:30:48 AM,55.906,94.700,0.2195,1.2,0.000,207.8,0.00,3.38,4.273
247,03/15/16 02:40:48 AM,56.122,93.700,0.2195,1.2,0.000,217.6,0.56,2.26,4.273
248,03/15/16 02:50:48 AM,56.079,93.200,0.2195,1.2,0.000,216.2,0.00,1.12,4.273
249,03/15/16 03:00:48 AM,56.208,92.800,0.2195,1.2,0.000,216.2,0.56,2.26,4.273
250,03/15/16 03:10:48 AM,55.819,94.100,0.2195,1.2,0.000,216.2,0.00,1.70,4.273
251,03/15/16 03:20:48 AM,55.602,94.100,0.2195,1.2,0.000,217.6,0.56,4.50,4.273
